Sequence Name,Name,Minimum,Maximum,Length,Repeat Unit
Pf3D7_11_v3,Mononucleotide Repeat,1573637,1573655,19,A
Pf3D7_11_v3,Mononucleotide Repeat,1574060,1574068,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1574071,1574080,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1574923,1574933,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1575063,1575090,28,A
Pf3D7_11_v3,Mononucleotide Repeat,1575387,1575395,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1575953,1575962,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1576565,1576579,15,A
Pf3D7_11_v3,Mononucleotide Repeat,1577133,1577150,18,A
Pf3D7_11_v3,Mononucleotide Repeat,1577563,1577581,19,A
Pf3D7_11_v3,Mononucleotide Repeat,1577605,1577614,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1578278,1578287,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1579048,1579056,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1579327,1579358,32,A
Pf3D7_11_v3,Mononucleotide Repeat,1579560,1579573,14,A
Pf3D7_11_v3,Mononucleotide Repeat,1579864,1579883,20,A
Pf3D7_11_v3,Mononucleotide Repeat,1580392,1580401,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1580511,1580522,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1582540,1582550,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1582715,1582723,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1582725,1582736,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1584650,1584659,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1584833,1584852,20,A
Pf3D7_11_v3,Mononucleotide Repeat,1584978,1584989,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1585303,1585338,36,A
Pf3D7_11_v3,Mononucleotide Repeat,1585605,1585613,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1586219,1586228,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1586814,1586826,13,A
Pf3D7_11_v3,Mononucleotide Repeat,1587815,1587825,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1587967,1587981,15,A
Pf3D7_11_v3,Mononucleotide Repeat,1588017,1588027,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1589867,1589875,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1590085,1590093,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1590140,1590152,13,A
Pf3D7_11_v3,Mononucleotide Repeat,1590595,1590603,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1590615,1590623,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1590907,1590918,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1591136,1591144,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1591394,1591404,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1591418,1591426,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1592037,1592045,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1592071,1592093,23,A
Pf3D7_11_v3,Mononucleotide Repeat,1592848,1592859,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1593045,1593064,20,A
Pf3D7_11_v3,Mononucleotide Repeat,1593329,1593337,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1593798,1593806,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1593822,1593831,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1593833,1593841,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1594087,1594099,13,A
Pf3D7_11_v3,Mononucleotide Repeat,1594193,1594203,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1594705,1594713,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1594825,1594859,35,A
Pf3D7_11_v3,Mononucleotide Repeat,1594963,1594974,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1595061,1595074,14,A
Pf3D7_11_v3,Mononucleotide Repeat,1595150,1595165,16,A
Pf3D7_11_v3,Mononucleotide Repeat,1595938,1595962,25,A
Pf3D7_11_v3,Mononucleotide Repeat,1596781,1596789,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1596816,1596824,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1596928,1596937,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1597123,1597133,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1597223,1597232,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1597917,1597931,15,A
Pf3D7_11_v3,Mononucleotide Repeat,1598708,1598738,31,A
Pf3D7_11_v3,Mononucleotide Repeat,1599059,1599081,23,A
Pf3D7_11_v3,Mononucleotide Repeat,1599167,1599175,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1599530,1599554,25,A
Pf3D7_11_v3,Mononucleotide Repeat,1599780,1599792,13,A
Pf3D7_11_v3,Mononucleotide Repeat,1599798,1599821,24,A
Pf3D7_11_v3,Mononucleotide Repeat,1599870,1599895,26,A
Pf3D7_11_v3,Mononucleotide Repeat,1599944,1599956,13,A
Pf3D7_11_v3,Mononucleotide Repeat,1600056,1600065,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1600123,1600145,23,A
Pf3D7_11_v3,Mononucleotide Repeat,1600367,1600381,15,A
Pf3D7_11_v3,Mononucleotide Repeat,1601111,1601127,17,A
Pf3D7_11_v3,Mononucleotide Repeat,1601226,1601240,15,A
Pf3D7_11_v3,Mononucleotide Repeat,1601524,1601532,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1602015,1602025,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1602120,1602140,21,A
Pf3D7_11_v3,Mononucleotide Repeat,1602267,1602277,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1602356,1602377,22,A
Pf3D7_11_v3,Mononucleotide Repeat,1602686,1602694,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1602941,1602949,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1603078,1603092,15,A
Pf3D7_11_v3,Mononucleotide Repeat,1603457,1603468,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1603530,1603541,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1603550,1603565,16,A
Pf3D7_11_v3,Mononucleotide Repeat,1603568,1603580,13,A
Pf3D7_11_v3,Mononucleotide Repeat,1604206,1604232,27,A
Pf3D7_11_v3,Mononucleotide Repeat,1604381,1604391,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1604704,1604717,14,A
Pf3D7_11_v3,Mononucleotide Repeat,1605059,1605072,14,A
Pf3D7_11_v3,Mononucleotide Repeat,1606423,1606453,31,A
Pf3D7_11_v3,Mononucleotide Repeat,1606565,1606575,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1606590,1606603,14,A
Pf3D7_11_v3,Mononucleotide Repeat,1607029,1607038,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1607105,1607115,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1607285,1607297,13,A
Pf3D7_11_v3,Mononucleotide Repeat,1607502,1607513,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1607517,1607530,14,A
Pf3D7_11_v3,Mononucleotide Repeat,1607613,1607623,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1607692,1607707,16,A
Pf3D7_11_v3,Mononucleotide Repeat,1607735,1607744,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1607858,1607867,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1608409,1608417,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1608724,1608751,28,A
Pf3D7_11_v3,Mononucleotide Repeat,1608961,1608969,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1609316,1609332,17,A
Pf3D7_11_v3,Mononucleotide Repeat,1609615,1609639,25,A
Pf3D7_11_v3,Mononucleotide Repeat,1609758,1609793,36,A
Pf3D7_11_v3,Mononucleotide Repeat,1609861,1609876,16,A
Pf3D7_11_v3,Mononucleotide Repeat,1610969,1610977,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1611039,1611052,14,A
Pf3D7_11_v3,Mononucleotide Repeat,1611065,1611073,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1611677,1611697,21,A
Pf3D7_11_v3,Mononucleotide Repeat,1613032,1613042,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1613904,1613912,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1614279,1614289,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1614328,1614339,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1614959,1614987,29,A
Pf3D7_11_v3,Mononucleotide Repeat,1615272,1615280,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1615969,1615979,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1616077,1616089,13,A
Pf3D7_11_v3,Mononucleotide Repeat,1616103,1616111,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1616217,1616232,16,A
Pf3D7_11_v3,Mononucleotide Repeat,1616418,1616428,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1617039,1617050,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1617986,1617996,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1618036,1618058,23,A
Pf3D7_11_v3,Mononucleotide Repeat,1618132,1618140,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1619625,1619634,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1620172,1620181,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1620834,1620843,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1620963,1620971,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1621386,1621407,22,A
Pf3D7_11_v3,Mononucleotide Repeat,1621438,1621447,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1622065,1622074,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1622166,1622174,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1622581,1622594,14,A
Pf3D7_11_v3,Mononucleotide Repeat,1622666,1622686,21,A
Pf3D7_11_v3,Mononucleotide Repeat,1623019,1623029,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1623238,1623270,33,A
Pf3D7_11_v3,Mononucleotide Repeat,1623339,1623347,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1626418,1626426,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1626492,1626500,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1629482,1629491,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1630498,1630517,20,A
Pf3D7_11_v3,Mononucleotide Repeat,1630932,1630952,21,A
Pf3D7_11_v3,Mononucleotide Repeat,1631028,1631041,14,A
Pf3D7_11_v3,Mononucleotide Repeat,1631057,1631068,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1631366,1631374,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1631480,1631489,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1631681,1631690,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1632125,1632139,15,A
Pf3D7_11_v3,Mononucleotide Repeat,1632269,1632285,17,A
Pf3D7_11_v3,Mononucleotide Repeat,1632322,1632330,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1632427,1632450,24,A
Pf3D7_11_v3,Mononucleotide Repeat,1632530,1632539,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1632565,1632573,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1632575,1632600,26,A
Pf3D7_11_v3,Mononucleotide Repeat,1633449,1633461,13,A
Pf3D7_11_v3,Mononucleotide Repeat,1633795,1633803,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1633883,1633899,17,A
Pf3D7_11_v3,Mononucleotide Repeat,1636366,1636375,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1636468,1636477,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1636744,1636775,32,A
Pf3D7_11_v3,Mononucleotide Repeat,1636943,1636955,13,A
Pf3D7_11_v3,Mononucleotide Repeat,1637376,1637384,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1638184,1638194,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1638671,1638684,14,A
Pf3D7_11_v3,Mononucleotide Repeat,1638894,1638939,46,A
Pf3D7_11_v3,Mononucleotide Repeat,1640291,1640302,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1640411,1640424,14,A
Pf3D7_11_v3,Mononucleotide Repeat,1640629,1640637,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1640839,1640847,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1641292,1641300,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1642895,1642921,27,A
Pf3D7_11_v3,Mononucleotide Repeat,1643668,1643680,13,A
Pf3D7_11_v3,Mononucleotide Repeat,1643727,1643738,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1643791,1643820,30,A
Pf3D7_11_v3,Mononucleotide Repeat,1644031,1644040,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1644628,1644664,37,A
Pf3D7_11_v3,Mononucleotide Repeat,1644800,1644811,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1644895,1644911,17,A
Pf3D7_11_v3,Mononucleotide Repeat,1645298,1645308,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1645901,1645910,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1646101,1646115,15,A
Pf3D7_11_v3,Mononucleotide Repeat,1646260,1646269,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1646271,1646290,20,A
Pf3D7_11_v3,Mononucleotide Repeat,1646316,1646330,15,A
Pf3D7_11_v3,Mononucleotide Repeat,1646355,1646369,15,A
Pf3D7_11_v3,Mononucleotide Repeat,1646394,1646403,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1647619,1647628,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1647968,1647982,15,A
Pf3D7_11_v3,Mononucleotide Repeat,1648239,1648254,16,A
Pf3D7_11_v3,Mononucleotide Repeat,1648527,1648535,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1648745,1648753,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1648755,1648763,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1648765,1648773,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1648775,1648783,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1648881,1648903,23,A
Pf3D7_11_v3,Mononucleotide Repeat,1648982,1648995,14,A
Pf3D7_11_v3,Mononucleotide Repeat,1649032,1649043,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1649226,1649239,14,A
Pf3D7_11_v3,Mononucleotide Repeat,1649241,1649266,26,A
Pf3D7_11_v3,Mononucleotide Repeat,1649509,1649518,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1649579,1649589,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1650544,1650552,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1650909,1650918,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1651369,1651377,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1653220,1653229,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1653333,1653341,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1654122,1654131,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1654764,1654774,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1654908,1654917,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1657109,1657136,28,A
Pf3D7_11_v3,Mononucleotide Repeat,1657388,1657398,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1658315,1658332,18,A
Pf3D7_11_v3,Mononucleotide Repeat,1658384,1658401,18,A
Pf3D7_11_v3,Mononucleotide Repeat,1658497,1658506,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1658612,1658620,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1658637,1658645,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1658679,1658702,24,A
Pf3D7_11_v3,Mononucleotide Repeat,1658796,1658811,16,A
Pf3D7_11_v3,Mononucleotide Repeat,1659517,1659537,21,A
Pf3D7_11_v3,Mononucleotide Repeat,1659585,1659593,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1659596,1659614,19,A
Pf3D7_11_v3,Mononucleotide Repeat,1660545,1660553,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1661260,1661271,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1661282,1661291,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1661850,1661858,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1662376,1662398,23,A
Pf3D7_11_v3,Mononucleotide Repeat,1663019,1663047,29,A
Pf3D7_11_v3,Mononucleotide Repeat,1663286,1663315,30,A
Pf3D7_11_v3,Mononucleotide Repeat,1663468,1663479,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1663603,1663612,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1664290,1664298,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1664300,1664312,13,A
Pf3D7_11_v3,Mononucleotide Repeat,1664715,1664726,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1664784,1664792,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1665255,1665292,38,A
Pf3D7_11_v3,Mononucleotide Repeat,1665357,1665369,13,A
Pf3D7_11_v3,Mononucleotide Repeat,1665606,1665614,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1665950,1665971,22,A
Pf3D7_11_v3,Mononucleotide Repeat,1666184,1666198,15,A
Pf3D7_11_v3,Mononucleotide Repeat,1667329,1667351,23,A
Pf3D7_11_v3,Mononucleotide Repeat,1667384,1667393,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1667479,1667490,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1667566,1667581,16,A
Pf3D7_11_v3,Mononucleotide Repeat,1667706,1667731,26,A
Pf3D7_11_v3,Mononucleotide Repeat,1667946,1667970,25,A
Pf3D7_11_v3,Mononucleotide Repeat,1668291,1668303,13,A
Pf3D7_11_v3,Mononucleotide Repeat,1669087,1669117,31,A
Pf3D7_11_v3,Mononucleotide Repeat,1669266,1669279,14,A
Pf3D7_11_v3,Mononucleotide Repeat,1669338,1669350,13,A
Pf3D7_11_v3,Mononucleotide Repeat,1669518,1669529,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1669758,1669768,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1669871,1669879,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1669881,1669891,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1669893,1669903,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1669905,1669920,16,A
Pf3D7_11_v3,Mononucleotide Repeat,1669943,1669951,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1670671,1670681,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1670834,1670852,19,A
Pf3D7_11_v3,Mononucleotide Repeat,1670935,1670944,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1671405,1671418,14,A
Pf3D7_11_v3,Mononucleotide Repeat,1671439,1671464,26,A
Pf3D7_11_v3,Mononucleotide Repeat,1671714,1671723,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1671827,1671837,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1671886,1671914,29,A
Pf3D7_11_v3,Mononucleotide Repeat,1672099,1672116,18,A
Pf3D7_11_v3,Mononucleotide Repeat,1672263,1672284,22,A
Pf3D7_11_v3,Mononucleotide Repeat,1673592,1673600,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1673777,1673810,34,A
Pf3D7_11_v3,Mononucleotide Repeat,1673884,1673895,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1674052,1674067,16,A
Pf3D7_11_v3,Mononucleotide Repeat,1674513,1674522,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1674545,1674553,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1674694,1674710,17,A
Pf3D7_11_v3,Mononucleotide Repeat,1674975,1674984,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1675259,1675280,22,A
Pf3D7_11_v3,Mononucleotide Repeat,1675374,1675385,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1675601,1675612,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1675790,1675818,29,A
Pf3D7_11_v3,Mononucleotide Repeat,1675984,1675994,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1676076,1676090,15,A
Pf3D7_11_v3,Mononucleotide Repeat,1676103,1676112,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1676125,1676152,28,A
Pf3D7_11_v3,Mononucleotide Repeat,1677225,1677236,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1677794,1677838,45,A
Pf3D7_11_v3,Mononucleotide Repeat,1677840,1677850,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1678191,1678210,20,A
Pf3D7_11_v3,Mononucleotide Repeat,1678485,1678498,14,A
Pf3D7_11_v3,Mononucleotide Repeat,1678555,1678572,18,A
Pf3D7_11_v3,Mononucleotide Repeat,1678757,1678765,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1680006,1680015,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1680197,1680211,15,A
Pf3D7_11_v3,Mononucleotide Repeat,1681328,1681339,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1681371,1681401,31,A
Pf3D7_11_v3,Mononucleotide Repeat,1681632,1681640,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1681686,1681694,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1681705,1681713,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1681715,1681725,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1681732,1681740,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1681748,1681756,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1681764,1681775,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1681991,1681999,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1682076,1682085,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1683399,1683410,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1687782,1687791,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1690014,1690025,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1690396,1690404,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1690406,1690414,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1690416,1690424,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1690426,1690439,14,A
Pf3D7_11_v3,Mononucleotide Repeat,1690540,1690549,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1690906,1690928,23,A
Pf3D7_11_v3,Mononucleotide Repeat,1690947,1690966,20,A
Pf3D7_11_v3,Mononucleotide Repeat,1691363,1691379,17,A
Pf3D7_11_v3,Mononucleotide Repeat,1691543,1691559,17,A
Pf3D7_11_v3,Mononucleotide Repeat,1691691,1691711,21,A
Pf3D7_11_v3,Mononucleotide Repeat,1691802,1691813,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1691840,1691848,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1692150,1692158,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1692168,1692184,17,A
Pf3D7_11_v3,Mononucleotide Repeat,1692745,1692774,30,A
Pf3D7_11_v3,Mononucleotide Repeat,1692854,1692862,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1692864,1692875,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1692877,1692890,14,A
Pf3D7_11_v3,Mononucleotide Repeat,1693586,1693596,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1694164,1694172,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1694551,1694562,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1694786,1694794,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1694814,1694829,16,A
Pf3D7_11_v3,Mononucleotide Repeat,1694831,1694841,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1694871,1694881,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1694883,1694895,13,A
Pf3D7_11_v3,Mononucleotide Repeat,1694928,1694938,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1695274,1695296,23,A
Pf3D7_11_v3,Mononucleotide Repeat,1695376,1695384,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1695697,1695705,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1695911,1695919,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1697620,1697628,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1698159,1698167,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1700997,1701008,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1701086,1701101,16,A
Pf3D7_11_v3,Mononucleotide Repeat,1701323,1701340,18,A
Pf3D7_11_v3,Mononucleotide Repeat,1701418,1701433,16,A
Pf3D7_11_v3,Mononucleotide Repeat,1701669,1701684,16,A
Pf3D7_11_v3,Mononucleotide Repeat,1701885,1701893,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1702314,1702322,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1703587,1703595,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1703783,1703808,26,A
Pf3D7_11_v3,Mononucleotide Repeat,1704351,1704359,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1704591,1704599,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1704791,1704802,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1705551,1705560,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1705616,1705638,23,A
Pf3D7_11_v3,Mononucleotide Repeat,1705640,1705649,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1705980,1705991,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1706109,1706137,29,A
Pf3D7_11_v3,Mononucleotide Repeat,1706581,1706596,16,A
Pf3D7_11_v3,Mononucleotide Repeat,1706858,1706872,15,A
Pf3D7_11_v3,Mononucleotide Repeat,1707111,1707122,12,A
Pf3D7_11_v3,Mononucleotide Repeat,1707278,1707301,24,A
Pf3D7_11_v3,Mononucleotide Repeat,1707847,1707866,20,A
Pf3D7_11_v3,Mononucleotide Repeat,1707942,1707952,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1707954,1707966,13,A
Pf3D7_11_v3,Mononucleotide Repeat,1707968,1707978,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1708626,1708634,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1708712,1708720,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1708748,1708756,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1708798,1708806,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1708975,1708983,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1709046,1709066,21,A
Pf3D7_11_v3,Mononucleotide Repeat,1709148,1709158,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1709163,1709177,15,A
Pf3D7_11_v3,Mononucleotide Repeat,1709630,1709638,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1710006,1710014,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1710019,1710029,11,A
Pf3D7_11_v3,Mononucleotide Repeat,1711541,1711549,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1712194,1712203,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1712221,1712229,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1712250,1712258,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1712589,1712597,9,A
Pf3D7_11_v3,Mononucleotide Repeat,1712636,1712674,39,A
Pf3D7_11_v3,Mononucleotide Repeat,1713042,1713078,37,A
Pf3D7_11_v3,Mononucleotide Repeat,1713325,1713334,10,A
Pf3D7_11_v3,Mononucleotide Repeat,1713981,1713989,9,A
